bus_id,tiempo,parada,pasajero_id
0,891.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_0
0,893.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_1
0,895.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_2
0,897.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_3
0,899.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_4
0,901.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_5
0,903.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_6
0,905.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_7
0,907.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_8
0,909.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_9
0,911.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_10
0,913.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_11
0,915.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_12
0,917.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_13
0,919.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_14
0,921.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_15
0,923.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_16
0,925.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_17
0,927.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_18
0,929.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_19
0,2149.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_0
0,2151.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_1
0,2153.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_2
0,2155.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_3
0,2157.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_4
0,2159.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_5
0,2161.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_6
0,2163.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_7
0,2165.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_8
0,2167.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_9
0,2169.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_10
0,2171.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_11
0,2173.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_12
0,2175.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_13
0,2177.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_14
0,2179.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_15
0,2181.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_16
0,2183.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_17
0,2185.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_18
0,2187.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_19
0,2189.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_20
0,2191.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_21
0,2193.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_22
0,2195.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_23
0,2197.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_24
0,2199.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_25
0,2201.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_26
0,2203.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_27
0,2205.9948809691487,Parada 3 (Intermedia),Parada 3 (Intermedia)_28
