bus_id,tiempo,parada,pasajero_id
0,891.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_0
0,893.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_1
0,895.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_2
0,897.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_3
0,899.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_4
0,901.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_5
0,903.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_6
0,905.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_7
0,907.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_8
0,909.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_9
0,911.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_10
0,913.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_11
0,915.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_12
0,917.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_13
0,919.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_14
0,921.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_15
0,923.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_16
0,925.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_17
0,927.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_18
0,929.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_19
0,931.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_20
0,933.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_21
0,935.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_22
0,937.2842952595291,Parada 2 (Intermedia),Parada 2 (Intermedia)_23
0,2130.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_0
0,2132.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_1
0,2134.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_2
0,2136.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_4
0,2138.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_6
0,2140.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_8
0,2142.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_10
0,2144.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_12
0,2146.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_14
0,2148.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_16
0,2150.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_18
0,2152.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_20
0,2154.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_22
0,2156.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_24
0,2158.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_26
0,2160.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_28
0,2162.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_30
0,2164.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_32
0,2166.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_34
0,2168.478092730463,Parada 3 (Intermedia),Parada 3 (Intermedia)_36
1,1072.6797949691645,Parada 2 (Intermedia),Parada 2 (Intermedia)_24
1,2134.6310180249457,Parada 3 (Intermedia),Parada 3 (Intermedia)_3
1,2136.6310180249457,Parada 3 (Intermedia),Parada 3 (Intermedia)_5
1,2138.6310180249457,Parada 3 (Intermedia),Parada 3 (Intermedia)_7
1,2140.6310180249457,Parada 3 (Intermedia),Parada 3 (Intermedia)_9
