bus_id,tiempo,parada,pasajero_id
0,3134.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_0
0,3135.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_1
0,3136.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_2
0,3137.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_3
0,3138.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_4
0,3139.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_5
0,3140.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_6
0,3141.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_7
0,3142.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_8
0,3143.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_9
0,3144.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_10
0,3145.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_11
0,3146.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_12
0,3147.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_13
0,3148.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_14
0,3149.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_15
0,3150.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_16
0,3151.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_17
0,3152.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_18
0,3153.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_19
0,3154.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_20
0,3155.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_21
0,3156.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_22
0,3157.395856871982,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_23
0,3158.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_0
0,3159.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_1
0,3160.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_2
0,3161.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_4
0,3162.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_6
0,3163.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_8
0,3164.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_10
0,3165.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_12
0,3166.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_14
0,3167.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_16
0,3168.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_18
0,3169.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_20
0,3170.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_22
0,3171.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_24
0,3172.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_26
0,3173.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_28
0,3174.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_30
0,3175.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_32
0,3176.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_34
0,3177.395856871982,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_36
1,3287.5858299877045,Parada 4 (SAN VICENTE),Parada 2 (Intermedia)_24
1,3288.5858299877045,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_3
1,3289.5858299877045,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_5
1,3290.5858299877045,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_7
1,3291.5858299877045,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_9
1,3292.5858299877045,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_11
1,3293.5858299877045,Parada 4 (SAN VICENTE),Parada 3 (Intermedia)_13
