bus_id,tiempo,parada,pasajero_id
0,2170.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_0
0,2171.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_1
0,2172.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_2
0,2173.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_3
0,2174.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_4
0,2175.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_5
0,2176.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_6
0,2177.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_7
0,2178.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_8
0,2179.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_9
0,2180.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_10
0,2181.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_11
0,2182.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_12
0,2183.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_13
0,2184.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_14
0,2185.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_15
0,2186.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_16
0,2187.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_17
0,2188.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_18
0,2189.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_19
0,2190.7574859438696,Parada Final (SAN VICENTE),Parada Aeropuerto_20
1,2108.6656806085034,Parada Final (SAN VICENTE),Parada Aeropuerto_21
2,3040.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_0
2,3041.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_2
2,3042.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_4
2,3043.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_6
2,3044.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_8
2,3045.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_10
2,3046.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_12
2,3047.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_14
2,3048.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_16
2,3049.027104438159,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_18
2,3050.027104438159,Parada Final (SAN VICENTE),Parada Aeropuerto_33
3,2977.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_1
3,2978.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_3
3,2979.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_5
3,2980.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_7
3,2981.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_9
3,2982.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_11
3,2983.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_13
3,2984.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_15
3,2985.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_17
3,2986.081252214267,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_19
3,2987.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_22
3,2988.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_23
3,2989.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_24
3,2990.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_25
3,2991.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_26
3,2992.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_27
3,2993.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_28
3,2994.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_29
3,2995.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_30
3,2996.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_31
3,2997.081252214267,Parada Final (SAN VICENTE),Parada Aeropuerto_32
4,3170.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_20
4,3171.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_22
4,3172.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_24
4,3173.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_26
4,3174.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_28
4,3175.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_30
4,3176.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_32
4,3177.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_34
4,3178.3267863239344,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_36
4,3179.3267863239344,Parada Final (SAN VICENTE),Parada Aeropuerto_34
4,3180.3267863239344,Parada Final (SAN VICENTE),Parada Aeropuerto_35
4,3181.3267863239344,Parada Final (SAN VICENTE),Parada Aeropuerto_36
4,3182.3267863239344,Parada Final (SAN VICENTE),Parada Aeropuerto_37
4,3183.3267863239344,Parada Final (SAN VICENTE),Parada Aeropuerto_38
4,3184.3267863239344,Parada Final (SAN VICENTE),Parada Aeropuerto_39
5,3478.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_21
5,3479.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_23
5,3480.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_25
5,3481.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_27
5,3482.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_29
5,3483.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_31
5,3484.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_33
5,3485.170320618436,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_35
5,3486.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_40
5,3487.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_41
5,3488.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_42
5,3489.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_43
5,3490.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_44
5,3491.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_45
5,3492.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_46
5,3493.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_47
5,3494.170320618436,Parada Final (SAN VICENTE),Parada Aeropuerto_48
6,4071.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_37
6,4072.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_39
6,4073.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_41
6,4074.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_43
6,4075.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_45
6,4076.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_47
6,4077.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_49
6,4078.940159180497,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_51
6,4079.940159180497,Parada Final (SAN VICENTE),Parada Aeropuerto_52
6,4080.940159180497,Parada Final (SAN VICENTE),Parada Aeropuerto_53
6,4081.940159180497,Parada Final (SAN VICENTE),Parada Aeropuerto_54
6,4082.940159180497,Parada Final (SAN VICENTE),Parada Aeropuerto_55
6,4083.940159180497,Parada Final (SAN VICENTE),Parada Aeropuerto_56
6,4084.940159180497,Parada Final (SAN VICENTE),Parada Aeropuerto_57
7,3818.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_38
7,3819.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_40
7,3820.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_42
7,3821.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_44
7,3822.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_46
7,3823.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_48
7,3824.1565838352635,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_50
7,3825.1565838352635,Parada Final (SAN VICENTE),Parada Aeropuerto_49
7,3826.1565838352635,Parada Final (SAN VICENTE),Parada Aeropuerto_50
7,3827.1565838352635,Parada Final (SAN VICENTE),Parada Aeropuerto_51
8,4601.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_52
8,4602.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_54
8,4603.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_56
8,4604.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_58
8,4605.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_60
8,4606.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_62
8,4607.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_64
8,4608.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_66
8,4609.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_68
8,4610.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_70
8,4611.086601231462,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_72
8,4612.086601231462,Parada Final (SAN VICENTE),Parada Aeropuerto_58
8,4613.086601231462,Parada Final (SAN VICENTE),Parada Aeropuerto_59
8,4614.086601231462,Parada Final (SAN VICENTE),Parada Aeropuerto_60
8,4615.086601231462,Parada Final (SAN VICENTE),Parada Aeropuerto_61
8,4616.086601231462,Parada Final (SAN VICENTE),Parada Aeropuerto_62
9,4980.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_53
9,4981.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_55
9,4982.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_57
9,4983.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_59
9,4984.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_61
9,4985.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_63
9,4986.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_65
9,4987.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_67
9,4988.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_69
9,4989.736488430201,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_71
9,4990.736488430201,Parada Final (SAN VICENTE),Parada Aeropuerto_63
9,4991.736488430201,Parada Final (SAN VICENTE),Parada Aeropuerto_64
9,4992.736488430201,Parada Final (SAN VICENTE),Parada Aeropuerto_65
9,4993.736488430201,Parada Final (SAN VICENTE),Parada Aeropuerto_66
9,4994.736488430201,Parada Final (SAN VICENTE),Parada Aeropuerto_67
9,4995.736488430201,Parada Final (SAN VICENTE),Parada Aeropuerto_68
10,5312.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_73
10,5313.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_75
10,5314.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_77
10,5315.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_79
10,5316.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_81
10,5317.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_83
10,5318.87237637812,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_85
10,5319.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_69
10,5320.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_70
10,5321.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_71
10,5322.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_72
10,5323.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_73
10,5324.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_74
10,5325.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_75
10,5326.87237637812,Parada Final (SAN VICENTE),Parada Aeropuerto_76
11,5439.456346016066,Parada Final (SAN VICENTE),Parada 1 (HUALQUI (SANTA JOSEFINA))_74
